cpa_id,cluster
161243,3
162812,3
170459,3
170617,3
171328,3
170984,3
162164,3
162608,3
170457,3
162816,3
161654,3
170388,3
162013,3
161151,3
162438,3
161719,3
171423,3
162458,3
162374,3
170389,3
171111,3
162885,3
171378,3
170674,3
162889,3
162736,3
162665,3
170470,3
162075,3
162881,3
162189,3
162663,3
170318,3
170317,3
162533,3
162957,3
163088,3
162808,3
170315,3
162260,3
170456,3
170773,3
162609,3
170543,3
171224,3
162375,3
170919,3
160872,3
161898,3
162815,3
161748,3
162890,3
162101,3
161815,3
170387,3
161338,3
161434,3
162888,3
162681,3
171468,3
161054,3
162459,3
162516,3
171278,3
161526,3
162884,3
162283,3
162959,3
171050,3
170385,3
171168,3
170544,3
170596,3
161625,3
162353,3
160871,3
170319,3
170824,3
162956,3
