Time_Index,CT_NG,ME_NG,MA_NG,None
291,6.54,6.54,6.336,0
292,6.54,6.54,6.336,0
293,6.54,6.54,6.336,0
294,6.54,6.54,6.336,0
295,6.54,6.54,6.336,0
296,6.54,6.54,6.336,0
297,6.54,6.54,6.336,0
298,6.54,6.54,6.336,0
299,6.54,6.54,6.336,0
300,6.54,6.54,6.336,0
301,6.54,6.54,6.336,0
302,6.54,6.54,6.336,0
303,6.54,6.54,6.336,0
304,6.54,6.54,6.336,0
305,6.54,6.54,6.336,0
306,6.54,6.54,6.336,0
307,6.54,6.54,6.336,0
308,6.54,6.54,6.336,0
309,6.54,6.54,6.336,0
310,6.54,6.54,6.336,0
311,6.54,6.54,6.336,0
312,6.54,6.54,6.336,0
313,6.54,6.54,6.336,0
314,6.54,6.54,6.336,0
315,6.54,6.54,6.336,0
316,6.54,6.54,6.336,0
317,6.54,6.54,6.336,0
318,6.54,6.54,6.336,0
319,6.54,6.54,6.336,0
320,6.54,6.54,6.336,0
321,6.54,6.54,6.336,0
322,6.54,6.54,6.336,0
323,6.54,6.54,6.336,0
324,6.54,6.54,6.336,0
325,6.54,6.54,6.336,0
326,6.54,6.54,6.336,0
327,6.54,6.54,6.336,0
328,6.54,6.54,6.336,0
329,6.54,6.54,6.336,0
330,6.54,6.54,6.336,0
331,6.54,6.54,6.336,0
332,6.54,6.54,6.336,0
333,6.54,6.54,6.336,0
334,6.54,6.54,6.336,0
335,6.54,6.54,6.336,0
336,6.54,6.54,6.336,0
337,6.54,6.54,6.336,0
338,6.54,6.54,6.336,0
339,6.54,6.54,6.336,0
340,6.54,6.54,6.336,0
341,6.54,6.54,6.336,0
342,6.54,6.54,6.336,0
343,6.54,6.54,6.336,0
344,6.54,6.54,6.336,0
345,6.54,6.54,6.336,0
346,6.54,6.54,6.336,0
347,6.54,6.54,6.336,0
348,6.54,6.54,6.336,0
349,6.54,6.54,6.336,0
350,6.54,6.54,6.336,0
351,6.54,6.54,6.336,0
352,6.54,6.54,6.336,0
353,6.54,6.54,6.336,0
354,6.54,6.54,6.336,0
355,6.54,6.54,6.336,0
356,6.54,6.54,6.336,0
357,6.54,6.54,6.336,0
358,6.54,6.54,6.336,0
359,6.54,6.54,6.336,0
360,6.54,6.54,6.336,0
361,6.54,6.54,6.336,0
362,6.54,6.54,6.336,0
363,6.54,6.54,6.336,0
364,6.54,6.54,6.336,0
365,6.54,6.54,6.336,0
366,6.54,6.54,6.336,0
367,6.54,6.54,6.336,0
368,6.54,6.54,6.336,0
369,6.54,6.54,6.336,0
370,6.54,6.54,6.336,0
371,6.54,6.54,6.336,0
372,6.54,6.54,6.336,0
373,6.54,6.54,6.336,0
374,6.54,6.54,6.336,0
375,6.54,6.54,6.336,0
376,6.54,6.54,6.336,0
377,6.54,6.54,6.336,0
378,6.54,6.54,6.336,0
379,6.54,6.54,6.336,0
380,6.54,6.54,6.336,0
381,6.54,6.54,6.336,0
382,6.54,6.54,6.336,0
383,6.54,6.54,6.336,0
384,6.54,6.54,6.336,0
385,6.54,6.54,6.336,0
386,6.54,6.54,6.336,0
387,6.54,6.54,6.336,0
388,6.54,6.54,6.336,0
389,6.54,6.54,6.336,0
390,6.54,6.54,6.336,0
391,6.54,6.54,6.336,0
392,6.54,6.54,6.336,0
393,6.54,6.54,6.336,0
394,6.54,6.54,6.336,0
395,6.54,6.54,6.336,0
396,6.54,6.54,6.336,0
397,6.54,6.54,6.336,0
398,6.54,6.54,6.336,0
399,6.54,6.54,6.336,0
400,6.54,6.54,6.336,0
401,6.54,6.54,6.336,0
402,6.54,6.54,6.336,0
403,6.54,6.54,6.336,0
404,6.54,6.54,6.336,0
405,6.54,6.54,6.336,0
406,6.54,6.54,6.336,0
407,6.54,6.54,6.336,0
408,6.54,6.54,6.336,0
409,6.54,6.54,6.336,0
410,6.54,6.54,6.336,0
411,6.54,6.54,6.336,0
412,6.54,6.54,6.336,0
413,6.54,6.54,6.336,0
414,6.54,6.54,6.336,0
415,6.54,6.54,6.336,0
416,6.54,6.54,6.336,0
417,6.54,6.54,6.336,0
418,6.54,6.54,6.336,0
419,6.54,6.54,6.336,0
420,6.54,6.54,6.336,0
421,6.54,6.54,6.336,0
422,6.54,6.54,6.336,0
423,6.54,6.54,6.336,0
424,6.54,6.54,6.336,0
425,6.54,6.54,6.336,0
426,6.54,6.54,6.336,0
427,6.54,6.54,6.336,0
428,6.54,6.54,6.336,0
429,6.54,6.54,6.336,0
430,6.54,6.54,6.336,0
431,6.54,6.54,6.336,0
432,6.54,6.54,6.336,0
433,6.54,6.54,6.336,0
434,6.54,6.54,6.336,0
435,6.54,6.54,6.336,0
436,6.54,6.54,6.336,0
437,6.54,6.54,6.336,0
438,6.54,6.54,6.336,0
439,6.54,6.54,6.336,0
440,6.54,6.54,6.336,0
441,6.54,6.54,6.336,0
442,6.54,6.54,6.336,0
443,6.54,6.54,6.336,0
444,6.54,6.54,6.336,0
445,6.54,6.54,6.336,0
446,6.54,6.54,6.336,0
447,6.54,6.54,6.336,0
448,6.54,6.54,6.336,0
449,6.54,6.54,6.336,0
450,6.54,6.54,6.336,0
451,6.54,6.54,6.336,0
452,6.54,6.54,6.336,0
453,6.54,6.54,6.336,0
454,6.54,6.54,6.336,0
455,6.54,6.54,6.336,0
456,6.54,6.54,6.336,0
457,6.54,6.54,6.336,0
458,6.54,6.54,6.336,0
459,6.54,6.54,6.336,0
460,6.54,6.54,6.336,0
461,6.54,6.54,6.336,0
462,6.54,6.54,6.336,0
463,6.54,6.54,6.336,0
464,6.54,6.54,6.336,0
465,6.54,6.54,6.336,0
466,6.54,6.54,6.336,0
467,6.54,6.54,6.336,0
468,6.54,6.54,6.336,0
469,6.54,6.54,6.336,0
470,6.54,6.54,6.336,0
471,6.54,6.54,6.336,0
472,6.54,6.54,6.336,0
473,6.54,6.54,6.336,0
474,6.54,6.54,6.336,0
475,6.54,6.54,6.336,0
476,6.54,6.54,6.336,0
477,6.54,6.54,6.336,0
478,6.54,6.54,6.336,0
479,6.54,6.54,6.336,0
480,6.54,6.54,6.336,0
481,6.54,6.54,6.336,0
482,6.54,6.54,6.336,0
483,6.54,6.54,6.336,0
484,6.54,6.54,6.336,0
485,6.54,6.54,6.336,0
486,6.54,6.54,6.336,0
487,6.54,6.54,6.336,0
488,6.54,6.54,6.336,0
489,6.54,6.54,6.336,0
490,6.54,6.54,6.336,0
491,6.54,6.54,6.336,0
492,6.54,6.54,6.336,0
493,6.54,6.54,6.336,0
494,6.54,6.54,6.336,0
495,6.54,6.54,6.336,0
496,6.54,6.54,6.336,0
497,6.54,6.54,6.336,0
498,6.54,6.54,6.336,0
499,6.54,6.54,6.336,0
500,6.54,6.54,6.336,0
501,6.54,6.54,6.336,0
502,6.54,6.54,6.336,0
503,6.54,6.54,6.336,0
504,6.54,6.54,6.336,0
505,6.54,6.54,6.336,0
506,6.54,6.54,6.336,0
507,6.54,6.54,6.336,0
508,6.54,6.54,6.336,0
509,6.54,6.54,6.336,0
510,6.54,6.54,6.336,0
511,6.54,6.54,6.336,0
512,6.54,6.54,6.336,0
513,6.54,6.54,6.336,0
514,6.54,6.54,6.336,0
515,6.54,6.54,6.336,0
516,6.54,6.54,6.336,0
517,6.54,6.54,6.336,0
518,6.54,6.54,6.336,0
519,6.54,6.54,6.336,0
520,6.54,6.54,6.336,0
521,6.54,6.54,6.336,0
522,6.54,6.54,6.336,0
523,6.54,6.54,6.336,0
524,6.54,6.54,6.336,0
525,6.54,6.54,6.336,0
526,6.54,6.54,6.336,0
527,6.54,6.54,6.336,0
528,6.54,6.54,6.336,0
529,6.54,6.54,6.336,0
530,6.54,6.54,6.336,0
531,6.54,6.54,6.336,0
532,6.54,6.54,6.336,0
533,6.54,6.54,6.336,0
534,6.54,6.54,6.336,0
535,6.54,6.54,6.336,0
536,6.54,6.54,6.336,0
537,6.54,6.54,6.336,0
538,6.54,6.54,6.336,0
539,6.54,6.54,6.336,0
540,6.54,6.54,6.336,0
541,6.54,6.54,6.336,0
542,6.54,6.54,6.336,0
543,6.54,6.54,6.336,0
544,6.54,6.54,6.336,0
545,6.54,6.54,6.336,0
546,6.54,6.54,6.336,0
547,6.54,6.54,6.336,0
548,6.54,6.54,6.336,0
549,6.54,6.54,6.336,0
550,6.54,6.54,6.336,0
551,6.54,6.54,6.336,0
552,6.54,6.54,6.336,0
553,6.54,6.54,6.336,0
554,6.54,6.54,6.336,0
555,6.54,6.54,6.336,0
556,6.54,6.54,6.336,0
557,6.54,6.54,6.336,0
558,6.54,6.54,6.336,0
559,6.54,6.54,6.336,0
560,6.54,6.54,6.336,0
561,6.54,6.54,6.336,0
562,6.54,6.54,6.336,0
563,6.54,6.54,6.336,0
564,6.54,6.54,6.336,0
565,6.54,6.54,6.336,0
566,6.54,6.54,6.336,0
567,6.54,6.54,6.336,0
568,6.54,6.54,6.336,0
569,6.54,6.54,6.336,0
570,6.54,6.54,6.336,0
571,6.54,6.54,6.336,0
572,6.54,6.54,6.336,0
573,6.54,6.54,6.336,0
574,6.54,6.54,6.336,0
575,6.54,6.54,6.336,0
576,6.54,6.54,6.336,0
577,6.54,6.54,6.336,0
578,6.54,6.54,6.336,0
579,6.54,6.54,6.336,0
580,6.54,6.54,6.336,0
581,6.54,6.54,6.336,0
582,6.54,6.54,6.336,0
583,6.54,6.54,6.336,0
584,6.54,6.54,6.336,0
585,6.54,6.54,6.336,0
586,6.54,6.54,6.336,0
587,6.54,6.54,6.336,0
588,6.54,6.54,6.336,0
589,6.54,6.54,6.336,0
590,6.54,6.54,6.336,0
591,6.54,6.54,6.336,0
592,6.54,6.54,6.336,0
593,6.54,6.54,6.336,0
594,6.54,6.54,6.336,0
595,6.54,6.54,6.336,0
596,6.54,6.54,6.336,0
597,6.54,6.54,6.336,0
598,6.54,6.54,6.336,0
599,6.54,6.54,6.336,0
600,6.54,6.54,6.336,0
601,6.54,6.54,6.336,0
602,6.54,6.54,6.336,0
603,6.54,6.54,6.336,0
604,6.54,6.54,6.336,0
605,6.54,6.54,6.336,0
606,6.54,6.54,6.336,0
607,6.54,6.54,6.336,0
608,6.54,6.54,6.336,0
609,6.54,6.54,6.336,0
610,6.54,6.54,6.336,0
611,6.54,6.54,6.336,0
612,6.54,6.54,6.336,0
613,6.54,6.54,6.336,0
614,6.54,6.54,6.336,0
615,6.54,6.54,6.336,0
616,6.54,6.54,6.336,0
617,6.54,6.54,6.336,0
618,6.54,6.54,6.336,0
619,6.54,6.54,6.336,0
620,6.54,6.54,6.336,0
621,6.54,6.54,6.336,0
622,6.54,6.54,6.336,0
623,6.54,6.54,6.336,0
624,6.54,6.54,6.336,0
625,6.54,6.54,6.336,0
626,6.54,6.54,6.336,0
627,6.54,6.54,6.336,0
628,6.54,6.54,6.336,0
629,6.54,6.54,6.336,0
630,6.54,6.54,6.336,0
631,6.54,6.54,6.336,0
632,6.54,6.54,6.336,0
633,6.54,6.54,6.336,0
634,6.54,6.54,6.336,0
635,6.54,6.54,6.336,0
636,6.54,6.54,6.336,0
637,6.54,6.54,6.336,0
638,6.54,6.54,6.336,0
639,6.54,6.54,6.336,0
640,6.54,6.54,6.336,0
641,6.54,6.54,6.336,0
642,6.54,6.54,6.336,0
643,6.54,6.54,6.336,0
644,6.54,6.54,6.336,0
645,6.54,6.54,6.336,0
646,6.54,6.54,6.336,0
647,6.54,6.54,6.336,0
648,6.54,6.54,6.336,0
649,6.54,6.54,6.336,0
650,6.54,6.54,6.336,0
651,6.54,6.54,6.336,0
652,6.54,6.54,6.336,0
653,6.54,6.54,6.336,0
654,6.54,6.54,6.336,0
655,6.54,6.54,6.336,0
656,6.54,6.54,6.336,0
657,6.54,6.54,6.336,0
658,6.54,6.54,6.336,0
659,6.54,6.54,6.336,0
660,6.54,6.54,6.336,0
661,6.54,6.54,6.336,0
662,6.54,6.54,6.336,0
663,6.54,6.54,6.336,0
664,6.54,6.54,6.336,0
665,6.54,6.54,6.336,0
666,6.54,6.54,6.336,0
667,6.54,6.54,6.336,0
668,6.54,6.54,6.336,0
669,6.54,6.54,6.336,0
670,6.54,6.54,6.336,0
671,6.54,6.54,6.336,0
672,6.54,6.54,6.336,0
673,6.54,6.54,6.336,0
674,6.54,6.54,6.336,0
675,6.54,6.54,6.336,0
676,6.54,6.54,6.336,0
677,6.54,6.54,6.336,0
678,6.54,6.54,6.336,0
679,6.54,6.54,6.336,0
680,6.54,6.54,6.336,0
681,6.54,6.54,6.336,0
682,6.54,6.54,6.336,0
683,6.54,6.54,6.336,0
684,6.54,6.54,6.336,0
685,6.54,6.54,6.336,0
686,6.54,6.54,6.336,0
687,6.54,6.54,6.336,0
688,6.54,6.54,6.336,0
689,6.54,6.54,6.336,0
690,6.54,6.54,6.336,0
691,6.54,6.54,6.336,0
692,6.54,6.54,6.336,0
693,6.54,6.54,6.336,0
694,6.54,6.54,6.336,0
695,6.54,6.54,6.336,0
696,6.54,6.54,6.336,0
697,6.54,6.54,6.336,0
698,6.54,6.54,6.336,0
699,6.54,6.54,6.336,0
700,6.54,6.54,6.336,0
701,6.54,6.54,6.336,0
702,6.54,6.54,6.336,0
703,6.54,6.54,6.336,0
704,6.54,6.54,6.336,0
705,6.54,6.54,6.336,0
706,6.54,6.54,6.336,0
707,6.54,6.54,6.336,0
708,6.54,6.54,6.336,0
709,6.54,6.54,6.336,0
710,6.54,6.54,6.336,0
711,6.54,6.54,6.336,0
712,6.54,6.54,6.336,0
713,6.54,6.54,6.336,0
714,6.54,6.54,6.336,0
715,6.54,6.54,6.336,0
716,6.54,6.54,6.336,0
717,6.54,6.54,6.336,0
718,6.54,6.54,6.336,0
719,6.54,6.54,6.336,0
720,6.54,6.54,6.336,0
721,6.54,6.54,6.336,0
722,6.54,6.54,6.336,0
723,6.54,6.54,6.336,0
724,6.54,6.54,6.336,0
725,6.54,6.54,6.336,0
726,6.54,6.54,6.336,0
727,6.54,6.54,6.336,0
728,6.54,6.54,6.336,0
729,6.54,6.54,6.336,0
730,6.54,6.54,6.336,0
731,6.54,6.54,6.336,0
732,6.54,6.54,6.336,0
733,6.54,6.54,6.336,0
734,6.54,6.54,6.336,0
735,6.54,6.54,6.336,0
736,6.54,6.54,6.336,0
737,6.54,6.54,6.336,0
738,6.54,6.54,6.336,0
739,6.54,6.54,6.336,0
740,6.54,6.54,6.336,0
741,6.54,6.54,6.336,0
742,6.54,6.54,6.336,0
743,6.54,6.54,6.336,0
744,6.54,6.54,6.336,0
745,4.908,4.908,4.776,0
746,4.908,4.908,4.776,0
747,4.908,4.908,4.776,0
748,4.908,4.908,4.776,0
749,4.908,4.908,4.776,0
750,4.908,4.908,4.776,0
751,4.908,4.908,4.776,0
752,4.908,4.908,4.776,0
753,4.908,4.908,4.776,0
754,4.908,4.908,4.776,0
755,4.908,4.908,4.776,0
756,4.908,4.908,4.776,0
757,4.908,4.908,4.776,0
758,4.908,4.908,4.776,0
759,4.908,4.908,4.776,0
760,4.908,4.908,4.776,0
761,4.908,4.908,4.776,0
762,4.908,4.908,4.776,0
763,4.908,4.908,4.776,0
764,4.908,4.908,4.776,0
765,4.908,4.908,4.776,0
766,4.908,4.908,4.776,0
767,4.908,4.908,4.776,0
768,4.908,4.908,4.776,0
769,4.908,4.908,4.776,0
770,4.908,4.908,4.776,0
771,4.908,4.908,4.776,0
772,4.908,4.908,4.776,0
773,4.908,4.908,4.776,0
774,4.908,4.908,4.776,0
775,4.908,4.908,4.776,0
776,4.908,4.908,4.776,0
777,4.908,4.908,4.776,0
778,4.908,4.908,4.776,0
779,4.908,4.908,4.776,0
780,4.908,4.908,4.776,0
781,4.908,4.908,4.776,0
782,4.908,4.908,4.776,0
783,4.908,4.908,4.776,0
784,4.908,4.908,4.776,0
785,4.908,4.908,4.776,0
786,4.908,4.908,4.776,0
787,4.908,4.908,4.776,0
788,4.908,4.908,4.776,0
789,4.908,4.908,4.776,0
790,4.908,4.908,4.776,0
791,4.908,4.908,4.776,0
792,4.908,4.908,4.776,0
793,4.908,4.908,4.776,0
794,4.908,4.908,4.776,0
795,4.908,4.908,4.776,0
796,4.908,4.908,4.776,0
797,4.908,4.908,4.776,0
798,4.908,4.908,4.776,0
799,4.908,4.908,4.776,0
800,4.908,4.908,4.776,0
801,4.908,4.908,4.776,0
802,4.908,4.908,4.776,0
803,4.908,4.908,4.776,0
804,4.908,4.908,4.776,0
805,4.908,4.908,4.776,0
806,4.908,4.908,4.776,0
807,4.908,4.908,4.776,0
808,4.908,4.908,4.776,0
809,4.908,4.908,4.776,0
810,4.908,4.908,4.776,0
811,4.908,4.908,4.776,0
812,4.908,4.908,4.776,0
813,4.908,4.908,4.776,0
814,4.908,4.908,4.776,0
815,4.908,4.908,4.776,0
816,4.908,4.908,4.776,0
817,4.908,4.908,4.776,0
818,4.908,4.908,4.776,0
819,4.908,4.908,4.776,0
820,4.908,4.908,4.776,0
821,4.908,4.908,4.776,0
822,4.908,4.908,4.776,0
823,4.908,4.908,4.776,0
824,4.908,4.908,4.776,0
825,4.908,4.908,4.776,0
826,4.908,4.908,4.776,0
827,4.908,4.908,4.776,0
828,4.908,4.908,4.776,0
829,4.908,4.908,4.776,0
830,4.908,4.908,4.776,0
831,4.908,4.908,4.776,0
832,4.908,4.908,4.776,0
833,4.908,4.908,4.776,0
834,4.908,4.908,4.776,0
835,4.908,4.908,4.776,0
836,4.908,4.908,4.776,0
837,4.908,4.908,4.776,0
838,4.908,4.908,4.776,0
839,4.908,4.908,4.776,0
840,4.908,4.908,4.776,0
841,4.908,4.908,4.776,0
842,4.908,4.908,4.776,0
843,4.908,4.908,4.776,0
844,4.908,4.908,4.776,0
845,4.908,4.908,4.776,0
846,4.908,4.908,4.776,0
847,4.908,4.908,4.776,0
848,4.908,4.908,4.776,0
849,4.908,4.908,4.776,0
850,4.908,4.908,4.776,0
851,4.908,4.908,4.776,0
852,4.908,4.908,4.776,0
853,4.908,4.908,4.776,0
854,4.908,4.908,4.776,0
855,4.908,4.908,4.776,0
856,4.908,4.908,4.776,0
857,4.908,4.908,4.776,0
858,4.908,4.908,4.776,0
859,4.908,4.908,4.776,0
860,4.908,4.908,4.776,0
861,4.908,4.908,4.776,0
862,4.908,4.908,4.776,0
863,4.908,4.908,4.776,0
864,4.908,4.908,4.776,0
865,4.908,4.908,4.776,0
866,4.908,4.908,4.776,0
867,4.908,4.908,4.776,0
868,4.908,4.908,4.776,0
869,4.908,4.908,4.776,0
870,4.908,4.908,4.776,0
