Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW
,,,,,,,129,16258.2
,,,,,,,130,16275
,,,,,,,131,16203.6
,,,,,,,132,15963.15
,,,,,,,133,15699.6
,,,,,,,134,15561
,,,,,,,135,15344.7
,,,,,,,136,15419.25
,,,,,,,137,16318.05
,,,,,,,138,17180.1
,,,,,,,139,16905
,,,,,,,140,16416.75
,,,,,,,141,15767.85
,,,,,,,142,14922.6
,,,,,,,143,13771.8
,,,,,,,144,12589.5
,,,,,,,145,11674.95
,,,,,,,146,11167.8
,,,,,,,147,10891.65
,,,,,,,148,10781.4
,,,,,,,149,10888.5
,,,,,,,150,11303.25
,,,,,,,151,12051.9
,,,,,,,152,12841.5
,,,,,,,153,13651.05
,,,,,,,154,14139.3
,,,,,,,155,14276.85
,,,,,,,156,14162.4
,,,,,,,157,13902
,,,,,,,158,13608
,,,,,,,159,13402.2
,,,,,,,160,13543.95
,,,,,,,161,14536.2
,,,,,,,162,15530.55
,,,,,,,163,15348.9
,,,,,,,164,14856.45
,,,,,,,165,14389.2
,,,,,,,166,13716.15
,,,,,,,167,12835.2
,,,,,,,168,11867.1
,,,,,,,169,11054.4
,,,,,,,170,10582.95
,,,,,,,171,10304.7
,,,,,,,172,10230.15
,,,,,,,173,10307.85
,,,,,,,174,10608.15
,,,,,,,175,11187.75
,,,,,,,176,11795.7
,,,,,,,177,12642
,,,,,,,178,13297.2
,,,,,,,179,13710.9
,,,,,,,180,13969.2
,,,,,,,181,14013.3
,,,,,,,182,13934.55
,,,,,,,183,13886.25
,,,,,,,184,14081.55
,,,,,,,185,15289.05
,,,,,,,186,16544.85
,,,,,,,187,16519.65
,,,,,,,188,16092.3
,,,,,,,189,15533.7
,,,,,,,190,14618.1
,,,,,,,191,13411.65
,,,,,,,192,12356.4
,,,,,,,193,11664.45
,,,,,,,194,11332.65
,,,,,,,195,11208.75
,,,,,,,196,11250.75
,,,,,,,197,11658.15
,,,,,,,198,12827.85
,,,,,,,199,14934.15
,,,,,,,200,16152.15
,,,,,,,201,16270.8
,,,,,,,202,16286.55
,,,,,,,203,16279.2
,,,,,,,204,16139.55
,,,,,,,205,15866.55
,,,,,,,206,15696.45
,,,,,,,207,15477
,,,,,,,208,15528.45
,,,,,,,209,16574.25
,,,,,,,210,17982.3
,,,,,,,211,17938.2
,,,,,,,212,17457.3
,,,,,,,213,16758
,,,,,,,214,15606.15
,,,,,,,215,14138.25
,,,,,,,216,12839.4
,,,,,,,217,11987.85
,,,,,,,218,11562.6
,,,,,,,219,11330.55
,,,,,,,220,11313.75
,,,,,,,221,11641.35
,,,,,,,222,12721.8
,,,,,,,223,14770.35
,,,,,,,224,15865.5
,,,,,,,225,15923.25
,,,,,,,226,16003.05
,,,,,,,227,16009.35
,,,,,,,228,15855
,,,,,,,229,15593.55
,,,,,,,230,15460.2
,,,,,,,231,15320.55
,,,,,,,232,15424.5
,,,,,,,233,16435.65
,,,,,,,234,17583.3
,,,,,,,235,17455.2
,,,,,,,236,17022.6
,,,,,,,237,16383.15
,,,,,,,238,15303.75
,,,,,,,239,13879.95
,,,,,,,240,12642
,,,,,,,241,11858.7
,,,,,,,242,11464.95
,,,,,,,243,11283.3
,,,,,,,244,11334.75
,,,,,,,245,11689.65
,,,,,,,246,12858.3
,,,,,,,247,14918.4
,,,,,,,248,16008.3
,,,,,,,249,16009.35
,,,,,,,250,15913.8
,,,,,,,251,15857.1
,,,,,,,252,15730.05
,,,,,,,253,15508.5
,,,,,,,254,15420.3
,,,,,,,255,15272.25
,,,,,,,256,15376.2
,,,,,,,257,16370.55
,,,,,,,258,17589.6
,,,,,,,259,17523.45
,,,,,,,260,17091.9
,,,,,,,261,16436.7
,,,,,,,262,15311.1
,,,,,,,263,13848.45
,,,,,,,264,12558
,,,,,,,265,11707.5
,,,,,,,266,11240.25
,,,,,,,267,11019.75
,,,,,,,268,11014.5
,,,,,,,269,11356.8
,,,,,,,270,12424.65
,,,,,,,271,14345.1
,,,,,,,272,15672.3
,,,,,,,273,16039.8
,,,,,,,274,16303.35
,,,,,,,275,16531.2
,,,,,,,276,16590
,,,,,,,277,16524.9
,,,,,,,278,16451.4
,,,,,,,279,16233
,,,,,,,280,16195.2
,,,,,,,281,16968
,,,,,,,282,17843.7
,,,,,,,283,17662.05
,,,,,,,284,17138.1
,,,,,,,285,16417.8
,,,,,,,286,15263.85
,,,,,,,287,13811.7
,,,,,,,288,12548.55
,,,,,,,289,11662.35
,,,,,,,290,11216.1
,,,,,,,291,11004
,,,,,,,292,10965.15
,,,,,,,293,11260.2
,,,,,,,294,12268.2
,,,,,,,295,14184.45
,,,,,,,296,15437.1
,,,,,,,297,15681.75
,,,,,,,298,15747.9
,,,,,,,299,15768.9
,,,,,,,300,15700.65
,,,,,,,301,15557.85
,,,,,,,302,15494.85
,,,,,,,303,15436.05
,,,,,,,304,15659.7
,,,,,,,305,16634.1
,,,,,,,306,17610.6
,,,,,,,307,17451
,,,,,,,308,17004.75
,,,,,,,309,16438.8
,,,,,,,310,15594.6
,,,,,,,311,14462.7
,,,,,,,312,13332.9
,,,,,,,313,12453
,,,,,,,314,11938.5
,,,,,,,315,11649.75
,,,,,,,316,11558.4
,,,,,,,317,11679.15
,,,,,,,318,12089.7
,,,,,,,319,12856.2
,,,,,,,320,13627.95
,,,,,,,321,14501.55
,,,,,,,322,15188.25
,,,,,,,323,15478.05
,,,,,,,324,15380.4
,,,,,,,325,15136.8
,,,,,,,326,14852.25
,,,,,,,327,14717.85
,,,,,,,328,14837.55
,,,,,,,329,15805.65
,,,,,,,330,17125.5
,,,,,,,331,17121.3
,,,,,,,332,16737
,,,,,,,333,16209.9
,,,,,,,334,15568.35
,,,,,,,335,14805
,,,,,,,336,13916.7
,,,,,,,337,13080.9
,,,,,,,338,12580.05
,,,,,,,339,12377.4
,,,,,,,340,12353.25
,,,,,,,341,12490.8
,,,,,,,342,12839.4
,,,,,,,343,13440
,,,,,,,344,14087.85
,,,,,,,345,15003.45
,,,,,,,346,15691.2
,,,,,,,347,16067.1
,,,,,,,348,16193.1
,,,,,,,349,16180.5
,,,,,,,350,16016.7
,,,,,,,351,15918
,,,,,,,352,16045.05
,,,,,,,353,17084.55
,,,,,,,354,18443.25
,,,,,,,355,18465.3
,,,,,,,356,17952.9
,,,,,,,357,17438.4
,,,,,,,358,16570.05
,,,,,,,359,15531.6
,,,,,,,360,14492.1
,,,,,,,361,13763.4
,,,,,,,362,13381.2
,,,,,,,363,13227.9
,,,,,,,364,13234.2
,,,,,,,365,13539.75
,,,,,,,366,14338.8
,,,,,,,367,15658.65
,,,,,,,368,16630.95
,,,,,,,369,17299.8
,,,,,,,370,17673.6
,,,,,,,371,17816.4
,,,,,,,372,17674.65
,,,,,,,373,17390.1
,,,,,,,374,17192.7
,,,,,,,375,16975.35
,,,,,,,376,17008.95
,,,,,,,377,17874.15
,,,,,,,378,19028.1
,,,,,,,379,18818.1
,,,,,,,380,18249
,,,,,,,381,17419.5
,,,,,,,382,16226.7
,,,,,,,383,14796.6
,,,,,,,384,13479.9
,,,,,,,385,12573.75
,,,,,,,386,12063.45
,,,,,,,387,11833.5
,,,,,,,388,11772.6
,,,,,,,389,12069.75
,,,,,,,390,13094.55
,,,,,,,391,14956.2
,,,,,,,392,16047.15
,,,,,,,393,16208.85
,,,,,,,394,16214.1
,,,,,,,395,16203.6
,,,,,,,396,16140.6
,,,,,,,397,16055.55
,,,,,,,398,16036.65
,,,,,,,399,15982.05
,,,,,,,400,16136.4
,,,,,,,401,17032.05
,,,,,,,402,17901.45
,,,,,,,403,17651.55
,,,,,,,404,17120.25
,,,,,,,405,16328.55
,,,,,,,406,15146.25
,,,,,,,407,13672.05
,,,,,,,408,12346.95
,,,,,,,409,11455.5
,,,,,,,410,10999.8
,,,,,,,411,10764.6
,,,,,,,412,10737.3
,,,,,,,413,11090.1
,,,,,,,414,12234.6
,,,,,,,415,14334.6
,,,,,,,416,15432.9
,,,,,,,417,15547.35
,,,,,,,418,15641.85
,,,,,,,419,15762.6
,,,,,,,420,15771
,,,,,,,421,15698.55
,,,,,,,422,15680.7
,,,,,,,423,15605.1
,,,,,,,424,15736.35
,,,,,,,425,16672.95
,,,,,,,426,18247.95
,,,,,,,427,18381.3
,,,,,,,428,18061.05
,,,,,,,429,17439.45
,,,,,,,430,16386.3
,,,,,,,431,15043.35
,,,,,,,432,13808.55
,,,,,,,433,13039.95
,,,,,,,434,12672.45
,,,,,,,435,12520.2
,,,,,,,436,12548.55
,,,,,,,437,12946.5
,,,,,,,438,14103.6
,,,,,,,439,16213.05
,,,,,,,440,17319.75
,,,,,,,441,17368.05
,,,,,,,442,17280.9
,,,,,,,443,17186.4
,,,,,,,444,16972.2
,,,,,,,445,16706.55
,,,,,,,446,16539.6
,,,,,,,447,16343.25
,,,,,,,448,16455.6
,,,,,,,449,17285.1
,,,,,,,450,18442.2
,,,,,,,451,18408.6
,,,,,,,452,18091.5
,,,,,,,453,17364.9
,,,,,,,454,16221.45
,,,,,,,455,14780.85
,,,,,,,456,13475.7
,,,,,,,457,12592.65
,,,,,,,458,12094.95
,,,,,,,459,11863.95
,,,,,,,460,11814.6
,,,,,,,461,12171.6
,,,,,,,462,13237.35
,,,,,,,463,15211.35
,,,,,,,464,16260.3
,,,,,,,465,16377.9
,,,,,,,466,16426.2
,,,,,,,467,16472.4
,,,,,,,468,16405.2
,,,,,,,469,16221.45
,,,,,,,470,16103.85
,,,,,,,471,15909.6
,,,,,,,472,15936.9
,,,,,,,473,16644.6
,,,,,,,474,17955
,,,,,,,475,17885.7
,,,,,,,476,17446.8
,,,,,,,477,16878.75
,,,,,,,478,16066.05
,,,,,,,479,14958.3
,,,,,,,480,13799.1
,,,,,,,481,12974.85
,,,,,,,482,12510.75
,,,,,,,483,12227.25
,,,,,,,484,12117
,,,,,,,485,12220.95
,,,,,,,486,12616.8
,,,,,,,487,13396.95
,,,,,,,488,14326.2
,,,,,,,489,15363.6
,,,,,,,490,16265.55
,,,,,,,491,16822.05
,,,,,,,492,17059.35
,,,,,,,493,17058.3
,,,,,,,494,16840.95
,,,,,,,495,16566.9
,,,,,,,496,16449.3
,,,,,,,497,17078.25
,,,,,,,498,18156.6
,,,,,,,499,17969.7
,,,,,,,500,17347.05
,,,,,,,501,16705.5
,,,,,,,502,15876
,,,,,,,503,14857.5
,,,,,,,504,13860
,,,,,,,505,13080.9
,,,,,,,506,12652.5
,,,,,,,507,12444.6
,,,,,,,508,12355.35
,,,,,,,509,12437.25
,,,,,,,510,12775.35
,,,,,,,511,13377
,,,,,,,512,14033.25
,,,,,,,513,14902.65
,,,,,,,514,15439.2
,,,,,,,515,15651.3
,,,,,,,516,15647.1
,,,,,,,517,15553.65
,,,,,,,518,15436.05
,,,,,,,519,15389.85
,,,,,,,520,15417.15
,,,,,,,521,16136.4
,,,,,,,522,17209.5
,,,,,,,523,17215.8
,,,,,,,524,16901.85
,,,,,,,525,16282.35
,,,,,,,526,15261.75
,,,,,,,527,14120.4
,,,,,,,528,12963.3
,,,,,,,529,12132.75
,,,,,,,530,11707.5
,,,,,,,531,11537.4
,,,,,,,532,11546.85
,,,,,,,533,11903.85
,,,,,,,534,12993.75
,,,,,,,535,14980.35
,,,,,,,536,16095.45
,,,,,,,537,16338
,,,,,,,538,16472.4
,,,,,,,539,16601.55
,,,,,,,540,16576.35
,,,,,,,541,16416.75
,,,,,,,542,16305.45
,,,,,,,543,16129.05
,,,,,,,544,16136.4
,,,,,,,545,16871.4
,,,,,,,546,17944.5
,,,,,,,547,17795.4
,,,,,,,548,17231.55
,,,,,,,549,16417.8
,,,,,,,550,15223.95
,,,,,,,551,13725.6
,,,,,,,552,12370.05
,,,,,,,553,11505.9
,,,,,,,554,10959.9
,,,,,,,555,10692.15
,,,,,,,556,10623.9
,,,,,,,557,10927.35
,,,,,,,558,11935.35
,,,,,,,559,13939.8
,,,,,,,560,15046.5
,,,,,,,561,15158.85
,,,,,,,562,15095.85
,,,,,,,563,15113.7
,,,,,,,564,15050.7
,,,,,,,565,14877.45
,,,,,,,566,14765.1
,,,,,,,567,14605.5
,,,,,,,568,14618.1
,,,,,,,569,15349.95
,,,,,,,570,16696.05
,,,,,,,571,16709.7
,,,,,,,572,16311.75
,,,,,,,573,15666
,,,,,,,574,14595
,,,,,,,575,13258.35
,,,,,,,576,12006.75
,,,,,,,577,11202.45
,,,,,,,578,10797.15
,,,,,,,579,10616.55
,,,,,,,580,10626
,,,,,,,581,10967.25
,,,,,,,582,12072.9
,,,,,,,583,14168.7
,,,,,,,584,15338.4
,,,,,,,585,15433.95
,,,,,,,586,15522.15
,,,,,,,587,15591.45
,,,,,,,588,15551.55
,,,,,,,589,15396.15
,,,,,,,590,15312.15
,,,,,,,591,15136.8
,,,,,,,592,15112.65
,,,,,,,593,15793.05
,,,,,,,594,17279.85
,,,,,,,595,17379.6
,,,,,,,596,16983.75
,,,,,,,597,16361.1
,,,,,,,598,15244.95
,,,,,,,599,13799.1
,,,,,,,600,12518.1
,,,,,,,601,11683.35
,,,,,,,602,11256
,,,,,,,603,11054.4
,,,,,,,604,11046
,,,,,,,605,11394.6
,,,,,,,606,12456.15
,,,,,,,607,14537.25
,,,,,,,608,15650.25
,,,,,,,609,15724.8
,,,,,,,610,15677.55
,,,,,,,611,15637.65
,,,,,,,612,15534.75
,,,,,,,613,15410.85
,,,,,,,614,15398.25
,,,,,,,615,15355.2
,,,,,,,616,15473.85
,,,,,,,617,16226.7
,,,,,,,618,17409
,,,,,,,619,17362.8
,,,,,,,620,16962.75
,,,,,,,621,16290.75
,,,,,,,622,15214.5
,,,,,,,623,13801.2
,,,,,,,624,12535.95
,,,,,,,625,11678.1
,,,,,,,626,11187.75
,,,,,,,627,10963.05
,,,,,,,628,10883.25
,,,,,,,629,11170.95
,,,,,,,630,12155.85
,,,,,,,631,14016.45
,,,,,,,632,15277.5
,,,,,,,633,15668.1
,,,,,,,634,15923.25
,,,,,,,635,16094.4
,,,,,,,636,16149
,,,,,,,637,16038.75
,,,,,,,638,15911.7
,,,,,,,639,15700.65
,,,,,,,640,15629.25
,,,,,,,641,16107
,,,,,,,642,16803.15
,,,,,,,643,16555.35
,,,,,,,644,15997.8
,,,,,,,645,15396.15
,,,,,,,646,14583.45
,,,,,,,647,13497.75
,,,,,,,648,12399.45
,,,,,,,649,11515.35
,,,,,,,650,10983
,,,,,,,651,10710
,,,,,,,652,10609.2
,,,,,,,653,10705.8
,,,,,,,654,11154.15
,,,,,,,655,11928
,,,,,,,656,12754.35
,,,,,,,657,13630.05
,,,,,,,658,14190.75
,,,,,,,659,14438.55
,,,,,,,660,14299.95
,,,,,,,661,14030.1
,,,,,,,662,13663.65
,,,,,,,663,13440
,,,,,,,664,13444.2
,,,,,,,665,14086.8
,,,,,,,666,15439.2
,,,,,,,667,15551.55
,,,,,,,668,15096.9
,,,,,,,669,14635.95
,,,,,,,670,13931.4
,,,,,,,671,13033.65
,,,,,,,672,12076.05
,,,,,,,673,11296.95
,,,,,,,674,10830.75
,,,,,,,675,10581.9
,,,,,,,676,10501.05
,,,,,,,677,10601.85
,,,,,,,678,10917.9
,,,,,,,679,11495.4
,,,,,,,680,12078.15
,,,,,,,681,12948.6
,,,,,,,682,13539.75
,,,,,,,683,13863.15
,,,,,,,684,13976.55
,,,,,,,685,13932.45
,,,,,,,686,13790.7
,,,,,,,687,13642.65
,,,,,,,688,13701.45
,,,,,,,689,14491.05
,,,,,,,690,16097.55
,,,,,,,691,16348.5
,,,,,,,692,15962.1
,,,,,,,693,15360.45
,,,,,,,694,14390.25
,,,,,,,695,13211.1
,,,,,,,696,12115.95
,,,,,,,697,11375.7
,,,,,,,698,11009.25
,,,,,,,699,10866.45
,,,,,,,700,10909.5
,,,,,,,701,11303.25
,,,,,,,702,12418.35
,,,,,,,703,14521.5
,,,,,,,704,15647.1
,,,,,,,705,15796.2
,,,,,,,706,15929.55
,,,,,,,707,15918
,,,,,,,708,15847.65
,,,,,,,709,15724.8
,,,,,,,710,15607.2
,,,,,,,711,15442.35
,,,,,,,712,15496.95
,,,,,,,713,16149
,,,,,,,714,17685.15
,,,,,,,715,17878.35
,,,,,,,716,17456.25
,,,,,,,717,16802.1
,,,,,,,718,15654.45
,,,,,,,719,14197.05
,,,,,,,720,12887.7
,,,,,,,721,12069.75
,,,,,,,722,11622.45
,,,,,,,723,11406.15
,,,,,,,724,11386.2
,,,,,,,725,11714.85
,,,,,,,726,12775.35
,,,,,,,727,14795.55
,,,,,,,728,15914.85
,,,,,,,729,16023
,,,,,,,730,16006.2
,,,,,,,731,15929.55
,,,,,,,732,15746.85
,,,,,,,733,15477
,,,,,,,734,15258.6
,,,,,,,735,15002.4
,,,,,,,736,14915.25
,,,,,,,737,15427.65
,,,,,,,738,16861.95
,,,,,,,739,17054.1
,,,,,,,740,16644.6
,,,,,,,741,15966.3
,,,,,,,742,14886.9
,,,,,,,743,13459.95
,,,,,,,744,12189.45
,,,,,,,745,11371.5
,,,,,,,746,10921.05
,,,,,,,747,10704.75
,,,,,,,748,10705.8
,,,,,,,749,11007.15
,,,,,,,750,12086.55
,,,,,,,751,14104.65
,,,,,,,752,15270.15
,,,,,,,753,15385.65
,,,,,,,754,15396.15
,,,,,,,755,15384.6
,,,,,,,756,15353.1
,,,,,,,757,15194.55
,,,,,,,758,15048.6
,,,,,,,759,14746.2
,,,,,,,760,14619.15
,,,,,,,761,15041.25
,,,,,,,762,16377.9
,,,,,,,763,16560.6
,,,,,,,764,16154.25
,,,,,,,765,15503.25
,,,,,,,766,14449.05
,,,,,,,767,13045.2
,,,,,,,768,11800.95
,,,,,,,769,10995.6
,,,,,,,770,10580.85
,,,,,,,771,10391.85
,,,,,,,772,10407.6
,,,,,,,773,10754.1
,,,,,,,774,11873.4
,,,,,,,775,13967.1
,,,,,,,776,15076.95
,,,,,,,777,15281.7
,,,,,,,778,15421.35
,,,,,,,779,15571.5
,,,,,,,780,15605.1
,,,,,,,781,15542.1
,,,,,,,782,15515.85
,,,,,,,783,15465.45
,,,,,,,784,15606.15
,,,,,,,785,16282.35
,,,,,,,786,17289.3
,,,,,,,787,17337.6
,,,,,,,788,16940.7
,,,,,,,789,16325.4
,,,,,,,790,15267
,,,,,,,791,13890.45
,,,,,,,792,12656.7
,,,,,,,793,11847.15
,,,,,,,794,11415.6
,,,,,,,795,11261.25
,,,,,,,796,11283.3
,,,,,,,797,11631.9
,,,,,,,798,12759.6
,,,,,,,799,14840.7
,,,,,,,800,15865.5
,,,,,,,801,15990.45
,,,,,,,802,15952.65
,,,,,,,803,15916.95
,,,,,,,804,15761.55
,,,,,,,805,15474.9
,,,,,,,806,15280.65
,,,,,,,807,15043.35
,,,,,,,808,14965.65
,,,,,,,809,15410.85
,,,,,,,810,16643.55
,,,,,,,811,16811.55
,,,,,,,812,16395.75
,,,,,,,813,15844.5
,,,,,,,814,15021.3
,,,,,,,815,13898.85
,,,,,,,816,12689.25
,,,,,,,817,11795.7
,,,,,,,818,11302.2
,,,,,,,819,11028.15
,,,,,,,820,10922.1
,,,,,,,821,11004
,,,,,,,822,11403
,,,,,,,823,12187.35
,,,,,,,824,12992.7
,,,,,,,825,13843.2
,,,,,,,826,14361.9
,,,,,,,827,14539.35
,,,,,,,828,14428.05
,,,,,,,829,14188.65
,,,,,,,830,13889.4
,,,,,,,831,13703.55
,,,,,,,832,13719.3
,,,,,,,833,14260.05
,,,,,,,834,15636.6
,,,,,,,835,15935.85
,,,,,,,836,15568.35
,,,,,,,837,15129.45
,,,,,,,838,14459.55
,,,,,,,839,13567.05
,,,,,,,840,12629.4
,,,,,,,841,11878.65
,,,,,,,842,11452.35
,,,,,,,843,11254.95
,,,,,,,844,11199.3
,,,,,,,845,11284.35
,,,,,,,846,11614.05
,,,,,,,847,12161.1
,,,,,,,848,12831
,,,,,,,849,13719.3
,,,,,,,850,14288.4
,,,,,,,851,14524.65
,,,,,,,852,14604.45
,,,,,,,853,14544.6
,,,,,,,854,14338.8
,,,,,,,855,14192.85
,,,,,,,856,14271.6
,,,,,,,857,14893.2
,,,,,,,858,16228.8
,,,,,,,859,16015.65
,,,,,,,860,15235.5
,,,,,,,861,14840.7
,,,,,,,862,14200.2
,,,,,,,863,13711.95
,,,,,,,864,12587.4
,,,,,,,865,11743.2
,,,,,,,866,11345.25
,,,,,,,867,11201.4
,,,,,,,868,11240.25
,,,,,,,869,11598.3
,,,,,,,870,12686.1
,,,,,,,871,14671.65
,,,,,,,872,15659.7
,,,,,,,873,15799.35
,,,,,,,874,15715.35
,,,,,,,875,15673.35
,,,,,,,876,15533.7
,,,,,,,877,15258.6
,,,,,,,878,15045.45
,,,,,,,879,14777.7
,,,,,,,880,14667.45
,,,,,,,881,15124.2
,,,,,,,882,16563.75
,,,,,,,883,16978.5
,,,,,,,884,16557.45
,,,,,,,885,15828.75
,,,,,,,886,14694.75
,,,,,,,887,13328.7
,,,,,,,888,12086.55
,,,,,,,889,11302.2
,,,,,,,890,10891.65
,,,,,,,891,10729.95
,,,,,,,892,10750.95
,,,,,,,893,11109
,,,,,,,894,12237.75
,,,,,,,895,14248.5
,,,,,,,896,15255.45
,,,,,,,897,15362.55
,,,,,,,898,15372
,,,,,,,899,15387.75
,,,,,,,900,15337.35
,,,,,,,901,15181.95
,,,,,,,902,15066.45
,,,,,,,903,14877.45
,,,,,,,904,14889
,,,,,,,905,15403.5
,,,,,,,906,16761.15
,,,,,,,907,17100.3
,,,,,,,908,16755.9
,,,,,,,909,16144.8
,,,,,,,910,15096.9
,,,,,,,911,13721.4
,,,,,,,912,12537
,,,,,,,913,11789.4
,,,,,,,914,11433.45
,,,,,,,915,11315.85
,,,,,,,916,11388.3
,,,,,,,917,11771.55
,,,,,,,918,12958.05
,,,,,,,919,15049.65
,,,,,,,920,16065
,,,,,,,921,16189.95
,,,,,,,922,16108.05
,,,,,,,923,16008.3
,,,,,,,924,15827.7
,,,,,,,925,15580.95
,,,,,,,926,15449.7
,,,,,,,927,15314.25
,,,,,,,928,15460.2
,,,,,,,929,16099.65
,,,,,,,930,17344.95
,,,,,,,931,17542.35
,,,,,,,932,17103.45
,,,,,,,933,16429.35
,,,,,,,934,15315.3
,,,,,,,935,13831.65
,,,,,,,936,12576.9
,,,,,,,937,11753.7
,,,,,,,938,11338.95
,,,,,,,939,11145.75
,,,,,,,940,11158.35
,,,,,,,941,11533.2
,,,,,,,942,12701.85
,,,,,,,943,14770.35
,,,,,,,944,15723.75
,,,,,,,945,15725.85
,,,,,,,946,15598.8
,,,,,,,947,15510.6
,,,,,,,948,15338.4
,,,,,,,949,15089.55
,,,,,,,950,14929.95
,,,,,,,951,14693.7
,,,,,,,952,14653.8
,,,,,,,953,15087.45
,,,,,,,954,16446.15
,,,,,,,955,16957.5
,,,,,,,956,16647.75
,,,,,,,957,16091.25
,,,,,,,958,15097.95
,,,,,,,959,13716.15
,,,,,,,960,12516
,,,,,,,961,11768.4
,,,,,,,962,11378.85
,,,,,,,963,11212.95
,,,,,,,964,11245.5
,,,,,,,965,11607.75
,,,,,,,966,12699.75
,,,,,,,967,14683.2
,,,,,,,968,15682.8
,,,,,,,969,15683.85
,,,,,,,970,15512.7
,,,,,,,971,15393
,,,,,,,972,15194.55
,,,,,,,973,14885.85
,,,,,,,974,14710.5
,,,,,,,975,14509.95
,,,,,,,976,14443.8
,,,,,,,977,14870.1
,,,,,,,978,16056.6
,,,,,,,979,16252.95
,,,,,,,980,15789.9
,,,,,,,981,15196.65
,,,,,,,982,14372.4
,,,,,,,983,13279.35
,,,,,,,984,12186.3
,,,,,,,985,11366.25
,,,,,,,986,10907.4
,,,,,,,987,10633.35
,,,,,,,988,10533.6
,,,,,,,989,10648.05
,,,,,,,990,11071.2
,,,,,,,991,11856.6
,,,,,,,992,12719.7
,,,,,,,993,13734
,,,,,,,994,14517.3
,,,,,,,995,14885.85
