Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2
,,,,,,,,308,42196.0,1874.0
,,,,,,,,309,42355.0,1882.0
,,,,,,,,310,41479.0,1843.0
,,,,,,,,311,39816.0,1769.0
,,,,,,,,312,36890.0,1639.0
,,,,,,,,313,33848.0,1504.0
,,,,,,,,314,31777.0,1412.0
,,,,,,,,315,30681.0,1363.0
,,,,,,,,316,30174.0,1340.0
,,,,,,,,317,30177.0,1340.0
,,,,,,,,318,30826.0,1370.0
,,,,,,,,319,33412.0,1484.0
,,,,,,,,320,38013.0,1689.0
,,,,,,,,321,39729.0,1763.0
,,,,,,,,322,38969.0,1727.0
,,,,,,,,323,39035.0,1729.0
,,,,,,,,324,39344.0,1741.0
,,,,,,,,325,39474.0,1747.0
,,,,,,,,326,39545.0,1750.0
,,,,,,,,327,39339.0,1736.0
,,,,,,,,328,39421.0,1738.0
,,,,,,,,329,40030.0,1769.0
,,,,,,,,330,40705.0,1803.0
,,,,,,,,331,41293.0,1834.0
,,,,,,,,332,43124.0,1916.0
,,,,,,,,333,43260.0,1922.0
,,,,,,,,334,42264.0,1878.0
,,,,,,,,335,40478.0,1799.0
,,,,,,,,336,37520.0,1667.0
,,,,,,,,337,37404.0,1662.0
,,,,,,,,338,35449.0,1575.0
,,,,,,,,339,34498.0,1532.0
,,,,,,,,340,34138.0,1517.0
,,,,,,,,341,34230.0,1521.0
,,,,,,,,342,35157.0,1562.0
,,,,,,,,343,38015.0,1689.0
,,,,,,,,344,42707.0,1897.0
,,,,,,,,345,44576.0,1979.0
,,,,,,,,346,43956.0,1949.0
,,,,,,,,347,43618.0,1932.0
,,,,,,,,348,42924.0,1899.0
,,,,,,,,349,41864.0,1852.0
,,,,,,,,350,40724.0,1801.0
,,,,,,,,351,39625.0,1748.0
,,,,,,,,352,38573.0,1699.0
,,,,,,,,353,38031.0,1676.0
,,,,,,,,354,38569.0,1706.0
,,,,,,,,355,39759.0,1764.0
,,,,,,,,356,42664.0,1896.0
,,,,,,,,357,43631.0,1938.0
,,,,,,,,358,43702.0,1941.0
,,,,,,,,359,43440.0,1931.0
,,,,,,,,360,42308.0,1879.0
,,,,,,,,361,40807.0,1813.0
,,,,,,,,362,39222.0,1742.0
,,,,,,,,363,38702.0,1720.0
,,,,,,,,364,38728.0,1721.0
,,,,,,,,365,39249.0,1744.0
,,,,,,,,366,40361.0,1794.0
,,,,,,,,367,42344.0,1881.0
,,,,,,,,368,44756.0,1988.0
,,,,,,,,369,46470.0,2059.0
,,,,,,,,370,47595.0,2103.0
,,,,,,,,371,47805.0,2112.0
,,,,,,,,372,46963.0,2074.0
,,,,,,,,373,45474.0,2008.0
,,,,,,,,374,43604.0,1926.0
,,,,,,,,375,41167.0,1813.0
,,,,,,,,376,39791.0,1753.0
,,,,,,,,377,39055.0,1721.0
,,,,,,,,378,40302.0,1785.0
,,,,,,,,379,43004.0,1910.0
,,,,,,,,380,47274.0,2100.0
,,,,,,,,381,48980.0,2176.0
,,,,,,,,382,49277.0,2190.0
,,,,,,,,383,48866.0,2171.0
,,,,,,,,384,47617.0,2116.0
,,,,,,,,385,37870.0,1682.0
,,,,,,,,386,36166.0,1606.0
,,,,,,,,387,35450.0,1575.0
,,,,,,,,388,35311.0,1569.0
,,,,,,,,389,35659.0,1585.0
,,,,,,,,390,36966.0,1643.0
,,,,,,,,391,40210.0,1787.0
,,,,,,,,392,45059.0,2002.0
,,,,,,,,393,45493.0,2015.0
,,,,,,,,394,43578.0,1927.0
,,,,,,,,395,42155.0,1863.0
,,,,,,,,396,41032.0,1813.0
,,,,,,,,397,40066.0,1771.0
,,,,,,,,398,39199.0,1733.0
,,,,,,,,399,38299.0,1687.0
,,,,,,,,400,37987.0,1674.0
,,,,,,,,401,38337.0,1694.0
,,,,,,,,402,39500.0,1753.0
,,,,,,,,403,41817.0,1858.0
,,,,,,,,404,44180.0,1963.0
,,,,,,,,405,43910.0,1951.0
,,,,,,,,406,43554.0,1936.0
,,,,,,,,407,42105.0,1870.0
,,,,,,,,408,39432.0,1752.0
,,,,,,,,409,36553.0,1624.0
,,,,,,,,410,34730.0,1543.0
,,,,,,,,411,33954.0,1509.0
,,,,,,,,412,33752.0,1500.0
,,,,,,,,413,34092.0,1515.0
,,,,,,,,414,35233.0,1565.0
,,,,,,,,415,38321.0,1703.0
,,,,,,,,416,42975.0,1909.0
,,,,,,,,417,43623.0,1934.0
,,,,,,,,418,42168.0,1867.0
,,,,,,,,419,41047.0,1815.0
,,,,,,,,420,40272.0,1781.0
,,,,,,,,421,39573.0,1750.0
,,,,,,,,422,39088.0,1729.0
,,,,,,,,423,38678.0,1708.0
,,,,,,,,424,38504.0,1701.0
,,,,,,,,425,39033.0,1729.0
,,,,,,,,426,39880.0,1771.0
,,,,,,,,427,41910.0,1863.0
,,,,,,,,428,43882.0,1950.0
,,,,,,,,429,43564.0,1936.0
,,,,,,,,430,42875.0,1905.0
,,,,,,,,431,41126.0,1827.0
,,,,,,,,432,38168.0,1696.0
,,,,,,,,433,48842.0,2170.0
,,,,,,,,434,47214.0,2098.0
,,,,,,,,435,46613.0,2071.0
,,,,,,,,436,46425.0,2063.0
,,,,,,,,437,46705.0,2075.0
,,,,,,,,438,47940.0,2130.0
,,,,,,,,439,51271.0,2278.0
,,,,,,,,440,56054.0,2491.0
,,,,,,,,441,57144.0,2537.0
,,,,,,,,442,54423.0,2409.0
,,,,,,,,443,51777.0,2290.0
,,,,,,,,444,49250.0,2179.0
,,,,,,,,445,46561.0,2060.0
,,,,,,,,446,44376.0,1962.0
,,,,,,,,447,42292.0,1865.0
,,,,,,,,448,40727.0,1796.0
,,,,,,,,449,40082.0,1770.0
,,,,,,,,450,40924.0,1815.0
,,,,,,,,451,43123.0,1916.0
,,,,,,,,452,46723.0,2076.0
,,,,,,,,453,47379.0,2105.0
,,,,,,,,454,47723.0,2120.0
,,,,,,,,455,47497.0,2110.0
,,,,,,,,456,46225.0,2054.0
,,,,,,,,457,44505.0,1977.0
,,,,,,,,458,42943.0,1908.0
,,,,,,,,459,42336.0,1881.0
,,,,,,,,460,42210.0,1875.0
,,,,,,,,461,42493.0,1888.0
,,,,,,,,462,43425.0,1929.0
,,,,,,,,463,45000.0,1999.0
,,,,,,,,464,47078.0,2092.0
,,,,,,,,465,48494.0,2151.0
,,,,,,,,466,48068.0,2126.0
,,,,,,,,467,46412.0,2051.0
,,,,,,,,468,44097.0,1949.0
,,,,,,,,469,41681.0,1842.0
,,,,,,,,470,39316.0,1737.0
,,,,,,,,471,36983.0,1629.0
,,,,,,,,472,35634.0,1569.0
,,,,,,,,473,35247.0,1555.0
,,,,,,,,474,35898.0,1591.0
,,,,,,,,475,37636.0,1672.0
,,,,,,,,476,40819.0,1814.0
,,,,,,,,477,41334.0,1837.0
,,,,,,,,478,41525.0,1845.0
,,,,,,,,479,41255.0,1833.0
,,,,,,,,480,40313.0,1791.0
