Time_Index,TRE_batteries_1,TRE_biomass_1,TRE_conventional_hydroelectric_1,TRE_conventional_steam_coal_1,TRE_conventional_steam_coal_2,TRE_natural_gas_fired_combined_cycle_1,TRE_natural_gas_fired_combined_cycle_2,TRE_natural_gas_fired_combustion_turbine_1,TRE_natural_gas_fired_combustion_turbine_2,TRE_natural_gas_internal_combustion_engine_1,TRE_natural_gas_steam_turbine_1,TRE_nuclear_1,TRE_onshore_wind_turbine_1,TRE_petroleum_liquids_1,TRE_small_hydroelectric_1,TRE_solar_photovoltaic_1,TREW_batteries_1,TREW_natural_gas_fired_combined_cycle_1,TREW_natural_gas_fired_combined_cycle_2,TREW_natural_gas_fired_combustion_turbine_1,TREW_natural_gas_fired_combustion_turbine_2,TREW_natural_gas_internal_combustion_engine_1,TREW_onshore_wind_turbine_1,TREW_petroleum_liquids_1,TREW_solar_photovoltaic_1,TRE_naturalgas_hframe_cc_moderate_0,TRE_naturalgas_fframe_ct_moderate_0,TRE_battery_moderate_0,TRE_nuclear_nuclear_moderate_0,TRE_utilitypv_class1_moderate_1,TRE_utilitypv_class1_moderate_2,TRE_landbasedwind_class3_moderate_1,TRE_landbasedwind_class3_moderate_2,TRE_landbasedwind_class3_moderate_3,TREW_naturalgas_hframe_cc_moderate_0,TREW_naturalgas_fframe_ct_moderate_0,TREW_battery_moderate_0,TREW_nuclear_nuclear_moderate_0,TREW_utilitypv_class1_moderate_1,TREW_utilitypv_class1_moderate_2,TREW_utilitypv_class1_moderate_3,TREW_landbasedwind_class3_moderate_1,TREW_landbasedwind_class3_moderate_2,TREW_landbasedwind_class3_moderate_3
1,1,1,0.216,1,1,1,1,1,1,1,1,1,0.496,1,1,0.000,1,1,1,1,1,1,0.489,1,0.000,1,1,1,1,0.000,0.000,0.784,0.753,0.703,1,1,1,1,0.000,0.000,0.000,0.794,0.684,0.415
2,1,1,0.216,1,1,1,1,1,1,1,1,1,0.533,1,1,0.000,1,1,1,1,1,1,0.512,1,0.000,1,1,1,1,0.000,0.000,0.856,0.799,0.775,1,1,1,1,0.000,0.000,0.000,0.870,0.720,0.447
3,1,1,0.216,1,1,1,1,1,1,1,1,1,0.513,1,1,0.000,1,1,1,1,1,1,0.468,1,0.000,1,1,1,1,0.000,0.000,0.802,0.729,0.651,1,1,1,1,0.000,0.000,0.000,0.816,0.691,0.479
4,1,1,0.216,1,1,1,1,1,1,1,1,1,0.433,1,1,0.000,1,1,1,1,1,1,0.484,1,0.000,1,1,1,1,0.000,0.000,0.722,0.644,0.591,1,1,1,1,0.000,0.000,0.000,0.836,0.711,0.493
5,1,1,0.216,1,1,1,1,1,1,1,1,1,0.428,1,1,0.000,1,1,1,1,1,1,0.514,1,0.000,1,1,1,1,0.000,0.000,0.709,0.588,0.497,1,1,1,1,0.000,0.000,0.000,0.881,0.724,0.470
6,1,1,0.216,1,1,1,1,1,1,1,1,1,0.413,1,1,0.000,1,1,1,1,1,1,0.535,1,0.000,1,1,1,1,0.000,0.000,0.742,0.523,0.433,1,1,1,1,0.000,0.000,0.000,0.879,0.723,0.450
7,1,1,0.216,1,1,1,1,1,1,1,1,1,0.363,1,1,0.000,1,1,1,1,1,1,0.593,1,0.000,1,1,1,1,0.000,0.000,0.695,0.446,0.282,1,1,1,1,0.000,0.000,0.000,0.869,0.686,0.352
8,1,1,0.216,1,1,1,1,1,1,1,1,1,0.359,1,1,0.000,1,1,1,1,1,1,0.597,1,0.000,1,1,1,1,0.000,0.000,0.684,0.446,0.303,1,1,1,1,0.000,0.000,0.000,0.809,0.622,0.347
9,1,1,0.216,1,1,1,1,1,1,1,1,1,0.259,1,1,0.003,1,1,1,1,1,1,0.599,1,0.000,1,1,1,1,0.002,0.001,0.630,0.421,0.307,1,1,1,1,0.000,0.000,0.000,0.772,0.615,0.316
10,1,1,0.216,1,1,1,1,1,1,1,1,1,0.331,1,1,0.144,1,1,1,1,1,1,0.569,1,0.299,1,1,1,1,0.189,0.184,0.634,0.500,0.329,1,1,1,1,0.217,0.224,0.252,0.737,0.564,0.279
11,1,1,0.216,1,1,1,1,1,1,1,1,1,0.508,1,1,0.368,1,1,1,1,1,1,0.616,1,0.526,1,1,1,1,0.356,0.335,0.800,0.652,0.396,1,1,1,1,0.499,0.516,0.519,0.688,0.458,0.222
12,1,1,0.216,1,1,1,1,1,1,1,1,1,0.562,1,1,0.494,1,1,1,1,1,1,0.628,1,0.614,1,1,1,1,0.473,0.440,0.908,0.829,0.550,1,1,1,1,0.603,0.614,0.619,0.642,0.357,0.118
13,1,1,0.216,1,1,1,1,1,1,1,1,1,0.572,1,1,0.573,1,1,1,1,1,1,0.615,1,0.669,1,1,1,1,0.534,0.518,0.953,0.837,0.557,1,1,1,1,0.599,0.639,0.632,0.634,0.307,0.090
14,1,1,0.216,1,1,1,1,1,1,1,1,1,0.603,1,1,0.625,1,1,1,1,1,1,0.563,1,0.731,1,1,1,1,0.585,0.572,0.907,0.803,0.521,1,1,1,1,0.603,0.644,0.637,0.618,0.395,0.151
15,1,1,0.216,1,1,1,1,1,1,1,1,1,0.632,1,1,0.626,1,1,1,1,1,1,0.546,1,0.676,1,1,1,1,0.613,0.585,0.906,0.839,0.466,1,1,1,1,0.617,0.620,0.660,0.668,0.508,0.238
16,1,1,0.216,1,1,1,1,1,1,1,1,1,0.626,1,1,0.586,1,1,1,1,1,1,0.573,1,0.689,1,1,1,1,0.562,0.559,0.889,0.851,0.475,1,1,1,1,0.565,0.601,0.646,0.719,0.569,0.271
17,1,1,0.216,1,1,1,1,1,1,1,1,1,0.647,1,1,0.527,1,1,1,1,1,1,0.608,1,0.586,1,1,1,1,0.478,0.494,0.893,0.854,0.518,1,1,1,1,0.520,0.601,0.624,0.768,0.645,0.366
18,1,1,0.216,1,1,1,1,1,1,1,1,1,0.627,1,1,0.394,1,1,1,1,1,1,0.598,1,0.544,1,1,1,1,0.379,0.408,0.823,0.834,0.554,1,1,1,1,0.456,0.516,0.528,0.784,0.688,0.462
19,1,1,0.216,1,1,1,1,1,1,1,1,1,0.608,1,1,0.213,1,1,1,1,1,1,0.613,1,0.448,1,1,1,1,0.204,0.197,0.692,0.769,0.520,1,1,1,1,0.354,0.380,0.381,0.816,0.777,0.612
20,1,1,0.216,1,1,1,1,1,1,1,1,1,0.511,1,1,0.014,1,1,1,1,1,1,0.642,1,0.231,1,1,1,1,0.020,0.023,0.768,0.789,0.608,1,1,1,1,0.254,0.253,0.245,0.880,0.797,0.633
21,1,1,0.216,1,1,1,1,1,1,1,1,1,0.470,1,1,0.000,1,1,1,1,1,1,0.629,1,0.000,1,1,1,1,0.000,0.000,0.840,0.837,0.720,1,1,1,1,0.000,0.000,0.000,0.915,0.785,0.604
22,1,1,0.216,1,1,1,1,1,1,1,1,1,0.475,1,1,0.000,1,1,1,1,1,1,0.613,1,0.000,1,1,1,1,0.000,0.000,0.783,0.855,0.693,1,1,1,1,0.000,0.000,0.000,0.911,0.778,0.573
23,1,1,0.216,1,1,1,1,1,1,1,1,1,0.543,1,1,0.000,1,1,1,1,1,1,0.616,1,0.000,1,1,1,1,0.000,0.000,0.885,0.878,0.740,1,1,1,1,0.000,0.000,0.000,0.935,0.811,0.552
24,1,1,0.216,1,1,1,1,1,1,1,1,1,0.573,1,1,0.000,1,1,1,1,1,1,0.617,1,0.000,1,1,1,1,0.000,0.000,0.912,0.861,0.755,1,1,1,1,0.000,0.000,0.000,0.891,0.768,0.494
25,1,1,0.216,1,1,1,1,1,1,1,1,1,0.548,1,1,0.000,1,1,1,1,1,1,0.633,1,0.000,1,1,1,1,0.000,0.000,0.883,0.893,0.889,1,1,1,1,0.000,0.000,0.000,0.887,0.775,0.512
26,1,1,0.216,1,1,1,1,1,1,1,1,1,0.537,1,1,0.000,1,1,1,1,1,1,0.586,1,0.000,1,1,1,1,0.000,0.000,0.921,0.911,0.916,1,1,1,1,0.000,0.000,0.000,0.813,0.730,0.537
27,1,1,0.216,1,1,1,1,1,1,1,1,1,0.572,1,1,0.000,1,1,1,1,1,1,0.643,1,0.000,1,1,1,1,0.000,0.000,0.954,0.862,0.815,1,1,1,1,0.000,0.000,0.000,0.848,0.721,0.538
28,1,1,0.216,1,1,1,1,1,1,1,1,1,0.566,1,1,0.000,1,1,1,1,1,1,0.626,1,0.000,1,1,1,1,0.000,0.000,0.955,0.817,0.727,1,1,1,1,0.000,0.000,0.000,0.848,0.762,0.571
29,1,1,0.216,1,1,1,1,1,1,1,1,1,0.484,1,1,0.000,1,1,1,1,1,1,0.597,1,0.000,1,1,1,1,0.000,0.000,0.950,0.744,0.664,1,1,1,1,0.000,0.000,0.000,0.804,0.729,0.538
30,1,1,0.216,1,1,1,1,1,1,1,1,1,0.401,1,1,0.000,1,1,1,1,1,1,0.589,1,0.000,1,1,1,1,0.000,0.000,0.930,0.683,0.575,1,1,1,1,0.000,0.000,0.000,0.790,0.655,0.444
31,1,1,0.216,1,1,1,1,1,1,1,1,1,0.338,1,1,0.000,1,1,1,1,1,1,0.547,1,0.000,1,1,1,1,0.000,0.000,0.887,0.627,0.500,1,1,1,1,0.000,0.000,0.000,0.728,0.606,0.435
32,1,1,0.216,1,1,1,1,1,1,1,1,1,0.401,1,1,0.000,1,1,1,1,1,1,0.584,1,0.000,1,1,1,1,0.000,0.000,0.891,0.702,0.467,1,1,1,1,0.000,0.000,0.000,0.664,0.563,0.408
33,1,1,0.216,1,1,1,1,1,1,1,1,1,0.445,1,1,0.006,1,1,1,1,1,1,0.600,1,0.000,1,1,1,1,0.009,0.007,0.871,0.637,0.417,1,1,1,1,0.000,0.000,0.000,0.634,0.517,0.420
34,1,1,0.216,1,1,1,1,1,1,1,1,1,0.480,1,1,0.180,1,1,1,1,1,1,0.613,1,0.335,1,1,1,1,0.243,0.226,0.811,0.573,0.324,1,1,1,1,0.388,0.345,0.345,0.671,0.543,0.425
35,1,1,0.216,1,1,1,1,1,1,1,1,1,0.613,1,1,0.398,1,1,1,1,1,1,0.685,1,0.567,1,1,1,1,0.435,0.421,0.919,0.769,0.444,1,1,1,1,0.618,0.558,0.553,0.680,0.505,0.308
36,1,1,0.216,1,1,1,1,1,1,1,1,1,0.631,1,1,0.516,1,1,1,1,1,1,0.658,1,0.684,1,1,1,1,0.505,0.500,0.935,0.805,0.576,1,1,1,1,0.736,0.693,0.676,0.645,0.477,0.262
37,1,1,0.216,1,1,1,1,1,1,1,1,1,0.653,1,1,0.579,1,1,1,1,1,1,0.651,1,0.767,1,1,1,1,0.529,0.524,0.952,0.841,0.652,1,1,1,1,0.814,0.805,0.774,0.679,0.568,0.331
38,1,1,0.216,1,1,1,1,1,1,1,1,1,0.624,1,1,0.581,1,1,1,1,1,1,0.557,1,0.813,1,1,1,1,0.585,0.581,0.960,0.913,0.747,1,1,1,1,0.846,0.817,0.814,0.641,0.635,0.440
39,1,1,0.216,1,1,1,1,1,1,1,1,1,0.638,1,1,0.628,1,1,1,1,1,1,0.529,1,0.781,1,1,1,1,0.633,0.619,0.958,0.880,0.706,1,1,1,1,0.873,0.864,0.865,0.597,0.631,0.400
40,1,1,0.216,1,1,1,1,1,1,1,1,1,0.656,1,1,0.617,1,1,1,1,1,1,0.540,1,0.736,1,1,1,1,0.617,0.591,0.941,0.870,0.672,1,1,1,1,0.864,0.827,0.822,0.661,0.726,0.578
41,1,1,0.216,1,1,1,1,1,1,1,1,1,0.675,1,1,0.511,1,1,1,1,1,1,0.630,1,0.679,1,1,1,1,0.544,0.515,0.930,0.858,0.623,1,1,1,1,0.787,0.762,0.757,0.802,0.807,0.604
42,1,1,0.216,1,1,1,1,1,1,1,1,1,0.686,1,1,0.437,1,1,1,1,1,1,0.648,1,0.652,1,1,1,1,0.421,0.400,0.892,0.863,0.624,1,1,1,1,0.724,0.715,0.724,0.841,0.862,0.654
43,1,1,0.216,1,1,1,1,1,1,1,1,1,0.603,1,1,0.262,1,1,1,1,1,1,0.697,1,0.483,1,1,1,1,0.223,0.259,0.849,0.846,0.650,1,1,1,1,0.585,0.543,0.534,0.863,0.888,0.697
44,1,1,0.216,1,1,1,1,1,1,1,1,1,0.556,1,1,0.080,1,1,1,1,1,1,0.732,1,0.233,1,1,1,1,0.046,0.064,0.884,0.833,0.678,1,1,1,1,0.328,0.319,0.294,0.894,0.874,0.699
45,1,1,0.216,1,1,1,1,1,1,1,1,1,0.584,1,1,0.000,1,1,1,1,1,1,0.754,1,0.000,1,1,1,1,0.000,0.000,0.858,0.856,0.769,1,1,1,1,0.000,0.000,0.000,0.902,0.858,0.662
46,1,1,0.216,1,1,1,1,1,1,1,1,1,0.592,1,1,0.000,1,1,1,1,1,1,0.748,1,0.000,1,1,1,1,0.000,0.000,0.918,0.877,0.793,1,1,1,1,0.000,0.000,0.000,0.911,0.841,0.616
47,1,1,0.216,1,1,1,1,1,1,1,1,1,0.654,1,1,0.000,1,1,1,1,1,1,0.740,1,0.000,1,1,1,1,0.000,0.000,0.968,0.915,0.874,1,1,1,1,0.000,0.000,0.000,0.964,0.877,0.683
48,1,1,0.216,1,1,1,1,1,1,1,1,1,0.683,1,1,0.000,1,1,1,1,1,1,0.783,1,0.000,1,1,1,1,0.000,0.000,0.982,0.924,0.930,1,1,1,1,0.000,0.000,0.000,0.975,0.922,0.730
49,1,1,0.041,1,1,1,1,1,1,1,1,1,0.181,1,1,0.000,1,1,1,1,1,1,0.283,1,0.000,1,1,1,1,0.000,0.000,0.500,0.394,0.382,1,1,1,1,0.000,0.000,0.000,0.383,0.369,0.349
50,1,1,0.041,1,1,1,1,1,1,1,1,1,0.135,1,1,0.000,1,1,1,1,1,1,0.215,1,0.000,1,1,1,1,0.000,0.000,0.407,0.347,0.326,1,1,1,1,0.000,0.000,0.000,0.339,0.320,0.313
51,1,1,0.041,1,1,1,1,1,1,1,1,1,0.128,1,1,0.000,1,1,1,1,1,1,0.180,1,0.000,1,1,1,1,0.000,0.000,0.341,0.271,0.231,1,1,1,1,0.000,0.000,0.000,0.335,0.271,0.251
52,1,1,0.041,1,1,1,1,1,1,1,1,1,0.110,1,1,0.000,1,1,1,1,1,1,0.251,1,0.000,1,1,1,1,0.000,0.000,0.260,0.153,0.103,1,1,1,1,0.000,0.000,0.000,0.394,0.271,0.221
53,1,1,0.040,1,1,1,1,1,1,1,1,1,0.106,1,1,0.000,1,1,1,1,1,1,0.282,1,0.000,1,1,1,1,0.000,0.000,0.244,0.110,0.062,1,1,1,1,0.000,0.000,0.000,0.438,0.272,0.183
54,1,1,0.040,1,1,1,1,1,1,1,1,1,0.085,1,1,0.000,1,1,1,1,1,1,0.195,1,0.000,1,1,1,1,0.000,0.000,0.219,0.098,0.067,1,1,1,1,0.000,0.000,0.000,0.358,0.234,0.186
55,1,1,0.040,1,1,1,1,1,1,1,1,1,0.102,1,1,0.000,1,1,1,1,1,1,0.166,1,0.000,1,1,1,1,0.000,0.000,0.241,0.104,0.085,1,1,1,1,0.000,0.000,0.000,0.330,0.238,0.158
56,1,1,0.040,1,1,1,1,1,1,1,1,1,0.103,1,1,0.003,1,1,1,1,1,1,0.127,1,0.000,1,1,1,1,0.000,0.000,0.188,0.112,0.081,1,1,1,1,0.000,0.000,0.000,0.201,0.172,0.132
57,1,1,0.040,1,1,1,1,1,1,1,1,1,0.070,1,1,0.155,1,1,1,1,1,1,0.098,1,0.292,1,1,1,1,0.144,0.146,0.138,0.105,0.072,1,1,1,1,0.304,0.297,0.288,0.139,0.139,0.107
58,1,1,0.039,1,1,1,1,1,1,1,1,1,0.047,1,1,0.309,1,1,1,1,1,1,0.021,1,0.519,1,1,1,1,0.343,0.345,0.085,0.073,0.043,1,1,1,1,0.513,0.510,0.503,0.045,0.049,0.031
59,1,1,0.039,1,1,1,1,1,1,1,1,1,0.036,1,1,0.461,1,1,1,1,1,1,0.022,1,0.635,1,1,1,1,0.504,0.479,0.082,0.061,0.040,1,1,1,1,0.634,0.654,0.660,0.065,0.037,0.010
60,1,1,0.039,1,1,1,1,1,1,1,1,1,0.023,1,1,0.538,1,1,1,1,1,1,0.010,1,0.690,1,1,1,1,0.584,0.564,0.065,0.045,0.027,1,1,1,1,0.682,0.713,0.711,0.041,0.037,0.006
61,1,1,0.039,1,1,1,1,1,1,1,1,1,0.031,1,1,0.621,1,1,1,1,1,1,0.005,1,0.753,1,1,1,1,0.626,0.619,0.038,0.042,0.026,1,1,1,1,0.748,0.741,0.730,0.007,0.027,0.015
62,1,1,0.039,1,1,1,1,1,1,1,1,1,0.034,1,1,0.678,1,1,1,1,1,1,0.007,1,0.765,1,1,1,1,0.650,0.636,0.015,0.019,0.014,1,1,1,1,0.693,0.659,0.679,0.016,0.055,0.043
63,1,1,0.039,1,1,1,1,1,1,1,1,1,0.135,1,1,0.679,1,1,1,1,1,1,0.018,1,0.693,1,1,1,1,0.668,0.653,0.036,0.040,0.025,1,1,1,1,0.674,0.644,0.620,0.035,0.093,0.122
64,1,1,0.039,1,1,1,1,1,1,1,1,1,0.212,1,1,0.642,1,1,1,1,1,1,0.052,1,0.675,1,1,1,1,0.633,0.623,0.087,0.132,0.106,1,1,1,1,0.640,0.615,0.639,0.082,0.136,0.154
65,1,1,0.039,1,1,1,1,1,1,1,1,1,0.190,1,1,0.567,1,1,1,1,1,1,0.037,1,0.614,1,1,1,1,0.562,0.553,0.091,0.186,0.166,1,1,1,1,0.635,0.613,0.632,0.082,0.135,0.120
66,1,1,0.039,1,1,1,1,1,1,1,1,1,0.211,1,1,0.473,1,1,1,1,1,1,0.073,1,0.556,1,1,1,1,0.471,0.424,0.176,0.265,0.217,1,1,1,1,0.574,0.533,0.558,0.175,0.187,0.134
67,1,1,0.039,1,1,1,1,1,1,1,1,1,0.260,1,1,0.331,1,1,1,1,1,1,0.177,1,0.484,1,1,1,1,0.342,0.306,0.306,0.343,0.264,1,1,1,1,0.428,0.472,0.491,0.246,0.243,0.195
68,1,1,0.039,1,1,1,1,1,1,1,1,1,0.311,1,1,0.118,1,1,1,1,1,1,0.203,1,0.255,1,1,1,1,0.183,0.158,0.427,0.416,0.289,1,1,1,1,0.301,0.338,0.312,0.271,0.232,0.157
69,1,1,0.039,1,1,1,1,1,1,1,1,1,0.311,1,1,0.008,1,1,1,1,1,1,0.208,1,0.045,1,1,1,1,0.015,0.013,0.454,0.478,0.333,1,1,1,1,0.070,0.079,0.078,0.324,0.344,0.253
70,1,1,0.039,1,1,1,1,1,1,1,1,1,0.282,1,1,0.000,1,1,1,1,1,1,0.312,1,0.000,1,1,1,1,0.000,0.000,0.449,0.515,0.375,1,1,1,1,0.000,0.000,0.000,0.394,0.346,0.234
71,1,1,0.039,1,1,1,1,1,1,1,1,1,0.248,1,1,0.000,1,1,1,1,1,1,0.203,1,0.000,1,1,1,1,0.000,0.000,0.398,0.515,0.387,1,1,1,1,0.000,0.000,0.000,0.304,0.316,0.252
72,1,1,0.039,1,1,1,1,1,1,1,1,1,0.190,1,1,0.000,1,1,1,1,1,1,0.125,1,0.000,1,1,1,1,0.000,0.000,0.285,0.417,0.313,1,1,1,1,0.000,0.000,0.000,0.207,0.310,0.325
73,1,1,0.039,1,1,1,1,1,1,1,1,1,0.201,1,1,0.000,1,1,1,1,1,1,0.096,1,0.000,1,1,1,1,0.000,0.000,0.235,0.381,0.301,1,1,1,1,0.000,0.000,0.000,0.133,0.229,0.310
74,1,1,0.039,1,1,1,1,1,1,1,1,1,0.206,1,1,0.000,1,1,1,1,1,1,0.101,1,0.000,1,1,1,1,0.000,0.000,0.269,0.392,0.332,1,1,1,1,0.000,0.000,0.000,0.122,0.220,0.317
75,1,1,0.039,1,1,1,1,1,1,1,1,1,0.193,1,1,0.000,1,1,1,1,1,1,0.083,1,0.000,1,1,1,1,0.000,0.000,0.278,0.355,0.253,1,1,1,1,0.000,0.000,0.000,0.143,0.217,0.270
76,1,1,0.039,1,1,1,1,1,1,1,1,1,0.183,1,1,0.000,1,1,1,1,1,1,0.067,1,0.000,1,1,1,1,0.000,0.000,0.325,0.373,0.254,1,1,1,1,0.000,0.000,0.000,0.105,0.170,0.207
77,1,1,0.039,1,1,1,1,1,1,1,1,1,0.208,1,1,0.000,1,1,1,1,1,1,0.081,1,0.000,1,1,1,1,0.000,0.000,0.343,0.372,0.251,1,1,1,1,0.000,0.000,0.000,0.094,0.185,0.172
78,1,1,0.039,1,1,1,1,1,1,1,1,1,0.152,1,1,0.000,1,1,1,1,1,1,0.160,1,0.000,1,1,1,1,0.000,0.000,0.272,0.273,0.200,1,1,1,1,0.000,0.000,0.000,0.152,0.225,0.169
79,1,1,0.039,1,1,1,1,1,1,1,1,1,0.149,1,1,0.000,1,1,1,1,1,1,0.124,1,0.000,1,1,1,1,0.000,0.000,0.215,0.229,0.155,1,1,1,1,0.000,0.000,0.000,0.156,0.194,0.153
80,1,1,0.039,1,1,1,1,1,1,1,1,1,0.125,1,1,0.000,1,1,1,1,1,1,0.094,1,0.000,1,1,1,1,0.000,0.000,0.136,0.160,0.074,1,1,1,1,0.000,0.000,0.000,0.150,0.183,0.150
81,1,1,0.039,1,1,1,1,1,1,1,1,1,0.092,1,1,0.085,1,1,1,1,1,1,0.061,1,0.231,1,1,1,1,0.123,0.115,0.080,0.098,0.058,1,1,1,1,0.205,0.166,0.188,0.112,0.121,0.113
82,1,1,0.039,1,1,1,1,1,1,1,1,1,0.094,1,1,0.263,1,1,1,1,1,1,0.054,1,0.431,1,1,1,1,0.317,0.315,0.069,0.104,0.045,1,1,1,1,0.436,0.407,0.384,0.083,0.083,0.096
83,1,1,0.039,1,1,1,1,1,1,1,1,1,0.096,1,1,0.433,1,1,1,1,1,1,0.058,1,0.579,1,1,1,1,0.467,0.467,0.076,0.126,0.062,1,1,1,1,0.594,0.576,0.573,0.089,0.076,0.047
84,1,1,0.039,1,1,1,1,1,1,1,1,1,0.062,1,1,0.516,1,1,1,1,1,1,0.063,1,0.611,1,1,1,1,0.550,0.536,0.047,0.090,0.050,1,1,1,1,0.682,0.646,0.589,0.105,0.104,0.081
85,1,1,0.039,1,1,1,1,1,1,1,1,1,0.041,1,1,0.515,1,1,1,1,1,1,0.055,1,0.649,1,1,1,1,0.587,0.582,0.037,0.061,0.028,1,1,1,1,0.699,0.671,0.624,0.111,0.113,0.084
86,1,1,0.039,1,1,1,1,1,1,1,1,1,0.029,1,1,0.560,1,1,1,1,1,1,0.043,1,0.692,1,1,1,1,0.588,0.599,0.034,0.050,0.035,1,1,1,1,0.696,0.656,0.624,0.102,0.160,0.169
87,1,1,0.039,1,1,1,1,1,1,1,1,1,0.102,1,1,0.602,1,1,1,1,1,1,0.072,1,0.663,1,1,1,1,0.621,0.611,0.057,0.061,0.031,1,1,1,1,0.664,0.602,0.609,0.133,0.196,0.210
88,1,1,0.039,1,1,1,1,1,1,1,1,1,0.254,1,1,0.601,1,1,1,1,1,1,0.118,1,0.619,1,1,1,1,0.615,0.602,0.071,0.073,0.033,1,1,1,1,0.630,0.607,0.610,0.164,0.215,0.211
89,1,1,0.039,1,1,1,1,1,1,1,1,1,0.343,1,1,0.549,1,1,1,1,1,1,0.180,1,0.516,1,1,1,1,0.526,0.533,0.155,0.165,0.171,1,1,1,1,0.617,0.580,0.609,0.197,0.229,0.259
90,1,1,0.039,1,1,1,1,1,1,1,1,1,0.304,1,1,0.436,1,1,1,1,1,1,0.162,1,0.554,1,1,1,1,0.441,0.428,0.252,0.273,0.289,1,1,1,1,0.639,0.622,0.640,0.218,0.200,0.244
91,1,1,0.039,1,1,1,1,1,1,1,1,1,0.242,1,1,0.310,1,1,1,1,1,1,0.100,1,0.485,1,1,1,1,0.299,0.277,0.220,0.326,0.280,1,1,1,1,0.604,0.573,0.598,0.154,0.179,0.251
92,1,1,0.039,1,1,1,1,1,1,1,1,1,0.302,1,1,0.139,1,1,1,1,1,1,0.122,1,0.315,1,1,1,1,0.118,0.113,0.311,0.403,0.266,1,1,1,1,0.440,0.428,0.421,0.181,0.224,0.294
93,1,1,0.039,1,1,1,1,1,1,1,1,1,0.418,1,1,0.001,1,1,1,1,1,1,0.145,1,0.117,1,1,1,1,0.003,0.003,0.348,0.501,0.270,1,1,1,1,0.115,0.129,0.146,0.239,0.273,0.323
94,1,1,0.039,1,1,1,1,1,1,1,1,1,0.346,1,1,0.000,1,1,1,1,1,1,0.092,1,0.000,1,1,1,1,0.000,0.000,0.256,0.453,0.251,1,1,1,1,0.000,0.000,0.000,0.160,0.256,0.335
95,1,1,0.039,1,1,1,1,1,1,1,1,1,0.192,1,1,0.000,1,1,1,1,1,1,0.148,1,0.000,1,1,1,1,0.000,0.000,0.175,0.312,0.265,1,1,1,1,0.000,0.000,0.000,0.233,0.354,0.360
96,1,1,0.039,1,1,1,1,1,1,1,1,1,0.256,1,1,0.000,1,1,1,1,1,1,0.168,1,0.000,1,1,1,1,0.000,0.000,0.284,0.436,0.379,1,1,1,1,0.000,0.000,0.000,0.279,0.368,0.360
97,1,1,0.000,1,1,1,1,1,1,1,1,1,0.650,1,1,0.000,1,1,1,1,1,1,0.779,1,0.000,1,1,1,1,0.000,0.000,0.735,0.685,0.477,1,1,1,1,0.000,0.000,0.000,0.897,0.751,0.596
98,1,1,0.000,1,1,1,1,1,1,1,1,1,0.627,1,1,0.000,1,1,1,1,1,1,0.720,1,0.000,1,1,1,1,0.000,0.000,0.839,0.713,0.545,1,1,1,1,0.000,0.000,0.000,0.872,0.734,0.577
99,1,1,0.000,1,1,1,1,1,1,1,1,1,0.619,1,1,0.000,1,1,1,1,1,1,0.752,1,0.000,1,1,1,1,0.000,0.000,0.946,0.764,0.566,1,1,1,1,0.000,0.000,0.000,0.882,0.743,0.581
100,1,1,0.000,1,1,1,1,1,1,1,1,1,0.673,1,1,0.000,1,1,1,1,1,1,0.783,1,0.000,1,1,1,1,0.000,0.000,0.955,0.793,0.526,1,1,1,1,0.000,0.000,0.000,0.871,0.735,0.563
101,1,1,0.000,1,1,1,1,1,1,1,1,1,0.660,1,1,0.000,1,1,1,1,1,1,0.783,1,0.000,1,1,1,1,0.000,0.000,0.919,0.758,0.524,1,1,1,1,0.000,0.000,0.000,0.901,0.747,0.573
102,1,1,0.000,1,1,1,1,1,1,1,1,1,0.570,1,1,0.000,1,1,1,1,1,1,0.672,1,0.000,1,1,1,1,0.000,0.000,0.852,0.632,0.465,1,1,1,1,0.000,0.000,0.000,0.892,0.710,0.543
103,1,1,0.000,1,1,1,1,1,1,1,1,1,0.478,1,1,0.000,1,1,1,1,1,1,0.632,1,0.000,1,1,1,1,0.000,0.000,0.803,0.570,0.484,1,1,1,1,0.000,0.000,0.000,0.873,0.670,0.536
104,1,1,0.000,1,1,1,1,1,1,1,1,1,0.398,1,1,0.000,1,1,1,1,1,1,0.635,1,0.000,1,1,1,1,0.000,0.000,0.796,0.583,0.519,1,1,1,1,0.000,0.000,0.000,0.877,0.668,0.549
105,1,1,0.000,1,1,1,1,1,1,1,1,1,0.362,1,1,0.000,1,1,1,1,1,1,0.656,1,0.000,1,1,1,1,0.000,0.000,0.800,0.619,0.576,1,1,1,1,0.000,0.000,0.000,0.854,0.710,0.543
106,1,1,0.000,1,1,1,1,1,1,1,1,1,0.365,1,1,0.044,1,1,1,1,1,1,0.586,1,0.028,1,1,1,1,0.090,0.078,0.776,0.609,0.620,1,1,1,1,0.006,0.008,0.004,0.802,0.617,0.492
107,1,1,0.000,1,1,1,1,1,1,1,1,1,0.369,1,1,0.266,1,1,1,1,1,1,0.640,1,0.321,1,1,1,1,0.310,0.292,0.827,0.673,0.693,1,1,1,1,0.288,0.253,0.236,0.858,0.624,0.490
108,1,1,0.000,1,1,1,1,1,1,1,1,1,0.474,1,1,0.516,1,1,1,1,1,1,0.705,1,0.484,1,1,1,1,0.504,0.496,0.896,0.751,0.693,1,1,1,1,0.436,0.471,0.464,0.947,0.780,0.517
